year,name,author,genre,price,quantity,url
2007,Days and Nights in the Forest (Aranyer Din Ratri),J.R.R. Tolkien,Fantasy,18,39,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2007,The Gold Spinners,William Shakespeare,Young Adult,71,80,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1998,Pretty Devils,Jane Austen,Fantasy,16,83,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
1969,Smiley's People,J.K. Rowling,Children's,27,36,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1995,Days and Clouds (Giorni e nuvole),F. Scott Fitzgerald,Fantasy,81,1,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2004,Max Manus,Mark Twain,Young Adult,43,78,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
1979,Empire of the Sun,Virginia Woolf,Self-Help,65,70,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2007,Dolphin Tale 2,Charles Dickens,Cookbooks,95,60,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
2011,Corner Gas: The Movie,Charles Dickens,Mystery,78,54,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2002,Spy Kids,Mark Twain,Mystery,20,72,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2006,Transformers: Age of Extinction,William Shakespeare,Young Adult,70,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1965,Dead Time: Kala,Harper Lee,Science,94,22,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2005,High and Dry,Ernest Hemingway,Non-Fiction,10,88,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2004,Ambush (Rukajärven tie),Stephen King,Romance,63,27,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1996,Heavens Fall,Jane Austen,Historical Fiction,5,47,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1988,Cherry 2000,Virginia Woolf,Travel,42,23,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2010,"Border Run (Mule, The)",William Shakespeare,Science Fiction,64,99,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2012,Manon of the Spring,George Orwell,Fantasy,18,69,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2012,Rage,F. Scott Fitzgerald,Children's,11,49,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1996,House,Jane Austen,Thriller,29,96,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2005,Seas Beneath,Stephen King,Biography,95,93,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1996,99 Homes,Jane Austen,Poetry,15,18,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2006,Vera Drake,J.K. Rowling,Thriller,58,20,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2011,Taxi!,Virginia Woolf,Biography,51,16,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
1992,"Goddess, The",Charles Dickens,Thriller,33,68,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1992,"Me Two (Personne aux deux personnes, La)",Agatha Christie,Thriller,91,70,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2011,Beowulf & Grendel,George Orwell,Romance,47,22,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2001,My House in Umbria,Virginia Woolf,Biography,20,48,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2010,The Hire: Ambush,Stephen King,Science Fiction,79,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1990,Dutchman,Virginia Woolf,Mystery,50,73,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2004,Too Much Sleep,J.R.R. Tolkien,Technology,26,43,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1990,"Maltese Falcon, The",J.K. Rowling,Travel,71,54,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1991,"Mask of Zorro, The",Harper Lee,Self-Help,33,96,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1994,RiP: A Remix Manifesto,Harper Lee,Poetry,68,56,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2010,Family Guy Presents: Blue Harvest,Virginia Woolf,Romance,28,23,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1998,"Great Buck Howard, The",George Orwell,Historical Fiction,64,26,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1969,Creator,Stephen King,Children's,1,7,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1997,Meet the Applegates,F. Scott Fitzgerald,Technology,29,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2008,Solo,F. Scott Fitzgerald,Travel,5,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1996,No Man's Land,J.R.R. Tolkien,Technology,16,5,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1997,Notorious,Stephen King,Self-Help,72,15,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2004,Houdini,Agatha Christie,Children's,94,11,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1997,Belles on Their Toes,Agatha Christie,Young Adult,41,23,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1998,"Hunted, The",J.R.R. Tolkien,Fiction,13,81,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
1993,Ali: Fear Eats the Soul (Angst essen Seele auf),William Shakespeare,Technology,27,53,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1983,Tactical Force,Charles Dickens,Fantasy,43,72,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
1992,Identity Thief,Agatha Christie,Technology,7,52,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
1992,"L-Shaped Room, The",Virginia Woolf,Science Fiction,62,36,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
1966,Batman & Mr. Freeze: Subzero,William Shakespeare,Children's,47,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2002,"Act of Seeing with One's Own Eyes, The ",Stephen King,Graphic Novels,39,51,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
1992,"Big Clock, The",Virginia Woolf,Fiction,93,32,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1985,"Misfortunates, The (De helaasheid der dingen)",J.K. Rowling,Travel,37,42,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1987,"Search, The",Jane Austen,Fiction,61,11,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2004,Little Fockers,J.K. Rowling,Science Fiction,52,51,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1994,Love and Pain and the Whole Damn Thing,Agatha Christie,Horror,55,30,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1999,Elvis on Tour,Virginia Woolf,Romance,3,56,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1994,Last Ride,Harper Lee,Autobiography,77,86,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2011,Finding North,Harper Lee,Graphic Novels,48,79,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2009,Lan Yu,F. Scott Fitzgerald,Horror,87,48,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
2005,Life of Pi,William Shakespeare,Travel,40,20,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2009,Man of the West,Jane Austen,Non-Fiction,1,22,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2004,Saving Face,Charles Dickens,Young Adult,50,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2011,Burke and Hare,Ernest Hemingway,Romance,68,67,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
1993,"Courtship of Eddie's Father, The",Stephen King,Children's,25,70,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
1995,Death Wish,Stephen King,Romance,41,66,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2004,"Constant Gardener, The",J.K. Rowling,Horror,10,44,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1995,Gloriously Wasted,George Orwell,Science Fiction,64,60,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2001,Once Bitten,William Shakespeare,Children's,16,66,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2011,"Act in Question, The (Acto en cuestión, El)",Stephen King,Non-Fiction,33,81,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2007,2019: After the Fall of New York,F. Scott Fitzgerald,Graphic Novels,49,90,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2005,Tyler Perry's For Colored Girls,George Orwell,Young Adult,41,53,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2005,"Ceremony, The (Gishiki)",Agatha Christie,Horror,55,9,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2008,Papillon,Virginia Woolf,Science,88,76,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2005,"Punisher, The",Agatha Christie,Young Adult,59,29,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1998,Indecent Proposal,Virginia Woolf,Self-Help,13,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2007,Nixon,J.K. Rowling,Non-Fiction,62,5,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2010,Jackass 3D,Ernest Hemingway,Autobiography,47,83,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2012,EMR,George Orwell,Historical Fiction,6,21,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
1994,Val Lewton:  The Man in the Shadows,Jane Austen,Horror,11,57,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2011,May 18 (Hwaryeohan hyuga),Agatha Christie,Horror,99,57,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1994,Lila & Eve,William Shakespeare,Cookbooks,46,32,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1993,Punk's Not Dead,Jane Austen,Autobiography,57,86,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1995,Alamo Bay,Agatha Christie,Self-Help,30,57,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1993,"Brothers McMullen, The",Ernest Hemingway,Technology,76,9,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
2010,Everybody's Fine,Ernest Hemingway,Children's,60,49,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1991,Rage of Angels,George Orwell,Children's,54,26,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
1991,Jesse Stone: Innocents Lost,Mark Twain,Fantasy,12,26,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2007,Godzilla vs. Megaguirus (Gojira tai Megagirasu: Jî shômetsu sakusen),J.R.R. Tolkien,Romance,47,88,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1994,Happy Tears,Agatha Christie,Children's,96,60,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1994,Nothing in Common,J.R.R. Tolkien,Children's,90,40,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2012,Ghosts of Girlfriends Past,Mark Twain,Travel,87,60,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2007,Tar,George Orwell,Biography,35,27,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2003,Superman IV: The Quest for Peace,J.K. Rowling,Young Adult,22,69,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2001,Dandelion,Mark Twain,Technology,80,98,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1986,"Triumph of Love, The",J.R.R. Tolkien,Young Adult,76,57,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
1996,"End of St. Petersburg, The (Konets Sankt-Peterburga)",Harper Lee,Poetry,14,44,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2002,Help!,Ernest Hemingway,Technology,43,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1993,Fatty and Mabel Adrift,F. Scott Fitzgerald,Historical Fiction,19,90,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
1993,Footloose,Harper Lee,Fantasy,85,46,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2006,Idiots and Angels,Mark Twain,Non-Fiction,88,25,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
1993,It's All About Love,Agatha Christie,Biography,64,32,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2007,Border Feud,Virginia Woolf,Autobiography,40,82,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
1999,"Traviata, La",George Orwell,Non-Fiction,60,25,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2010,"Doctor Takes a Wife, The",William Shakespeare,Cookbooks,96,67,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1993,Last Resort,George Orwell,Biography,24,23,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2005,Gleason,J.K. Rowling,Science,77,69,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
2012,Bottle Shock,J.K. Rowling,Thriller,90,84,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2005,L'instant et la patience ,J.K. Rowling,Science,29,3,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2008,Blind Faith,Agatha Christie,Mystery,54,62,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2005,Busting,J.R.R. Tolkien,Travel,5,73,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2009,"Case Against 8, The",Ernest Hemingway,Children's,99,22,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2010,Love and Death on Long Island,Mark Twain,Children's,99,38,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2011,Seven Brothers (Seitsemän veljestä),F. Scott Fitzgerald,Graphic Novels,31,35,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2011,Soldiers of Fortune,Ernest Hemingway,Thriller,19,54,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2003,Bullets Don't Argue,Agatha Christie,Mystery,82,100,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
1989,"Missionary, The",J.R.R. Tolkien,Romance,30,72,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2001,"Wild One, The",Mark Twain,Science Fiction,44,51,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1995,"Art of Crying, The (Kunsten at græde i kor)",Stephen King,Technology,8,51,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPC7MiAP-uBaqJMxAaJfuKv0j24LpL3ac60Q&s
2009,Kin-Dza-Dza!,George Orwell,Science,80,88,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2011,Open Season 3,J.K. Rowling,Science Fiction,42,67,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2000,Traffic (Trafic),F. Scott Fitzgerald,Mystery,34,55,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
1985,"King and the Mockingbird, The (Le roi et l'oiseau)",Virginia Woolf,Biography,37,2,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
1994,"Dogs of War, The",J.R.R. Tolkien,Romance,75,51,https://cdn.pastemagazine.com/www/articles/2019/12/06/cryingbookbbc19final.jpg
2000,You've Been Trumped,William Shakespeare,Biography,47,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2012,Savage Streets,J.R.R. Tolkien,Autobiography,95,74,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgJ0IdjIY0rFsEcZxhuQUuyF2T-WpvyD7bgQ&s
2005,Wind,William Shakespeare,Graphic Novels,83,18,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2012,Swastika,Mark Twain,Non-Fiction,89,65,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2010,Blue Gate Crossing (Lan se da men),Ernest Hemingway,Young Adult,89,57,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2012,Forever Mine,Ernest Hemingway,Non-Fiction,48,46,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2012,Snowball Effect: The Story of 'Clerks',F. Scott Fitzgerald,Autobiography,64,100,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2002,Perfumed Nightmare,Virginia Woolf,Non-Fiction,79,56,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2010,Youth Without Youth,Harper Lee,Children's,53,70,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1984,Overnight,Virginia Woolf,Biography,29,15,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2002,Live Nude Girls Unite!,Mark Twain,Technology,11,7,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2004,"Brony Tale, A",Charles Dickens,Science Fiction,87,69,https://marketplace.canva.com/EAFXKFIDad4/1/0/1003w/canva-brown-mystery-novel-book-cover-cSu1pdo96zA.jpg
2006,Suur Tõll,Ernest Hemingway,Self-Help,95,31,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
1994,"Shaggy Dog, The",Agatha Christie,Technology,15,3,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2006,Asier ETA biok,Ernest Hemingway,Poetry,16,73,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2009,U.S. Seals,Virginia Woolf,Fantasy,38,92,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1986,North Shore,Charles Dickens,Children's,83,84,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1975,Sister Kenny,Agatha Christie,Travel,83,85,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
1995,Three Men and a Little Lady,J.K. Rowling,Fantasy,24,79,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
1999,"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",F. Scott Fitzgerald,Young Adult,78,94,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
2005,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",Virginia Woolf,Mystery,92,23,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2006,"Ruling Class, The",F. Scott Fitzgerald,Romance,4,12,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2006,The 11 Commandments,George Orwell,Fantasy,20,42,https://rocketexpansion.com/wp-content/uploads/2021/05/The-Wicked-King-Holly-Black.jpg
2002,"Farewell to Arms, A",Harper Lee,Technology,46,33,https://5.imimg.com/data5/SELLER/Default/2020/9/YS/FJ/XX/26798013/book-covers-designing-service-500x500.jpg
2009,Light It Up,Virginia Woolf,Self-Help,41,9,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
1993,"Last Mistress, The (vieille maîtresse, Une)",William Shakespeare,Self-Help,2,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
2006,"High Cost of Living, The",Virginia Woolf,Poetry,76,56,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdrTE48t1LU-yMIN9YTP3KEPUejKkNKZs2w&s
1997,Ego,Jane Austen,Science Fiction,22,67,https://www.writersandartists.co.uk/sites/default/files/advice/old/admin_1-asset-5afa9df219116.JPG
2002,"Lineup, The",Ernest Hemingway,Technology,8,65,https://rocketexpansion.com/wp-content/uploads/2021/05/All-This-Time-1.webp
1991,Reclaim Your Brain (Free Rainer),Mark Twain,Science Fiction,14,3,https://images.squarespace-cdn.com/content/v1/58faa30ee6f2e151cda11af0/1555441984342-GNQZBM2CF312BQTYRBDB/1-art-by-Jenny-Wine.jpg
2012,Precision: The Measure of All Things,J.K. Rowling,Thriller,70,61,https://mir-s3-cdn-cf.behance.net/project_modules/hd/f9032d95512093.5e98ee7241eab.jpg
